CALI,DENC,DENS,DTC,DTS,GR,NEUT,PEF,RDEP,RMIC,RSHAL,SP,closest_depth,true depth,"SAMPLE
NUMBER","PERMEABILITY (HORIZONTAL)
Kair
md"," PERMEABILITY(VERTICAL)
Kair
md","POROSITY
(HELIUM)",Longitude,Latitude
12.008,0.0082,2.194,112.6,212.4474,56.4676,0.3754,2.8248,9.0764,1.0462,6.868,-217.9375,2083.32,2083.4104,56,707,605,28.9,-4.0386472,60.3518389
11.9524,0.0091,2.2255,104.5,213.4141,54.6925,0.3333,2.5922,8.8736,1.2185,6.7296,-219.3125,2083.32,2083.5628,56,707,605,28.9,-4.0386472,60.3518389
11.9592,-0.0027,2.2415,100.7,207.9459,52.8822,0.3428,2.7157,8.8263,1.4927,6.7087,-217.9375,2083.32,2083.7152,56,707,605,28.9,-4.0386472,60.3518389
11.9794,-0.0245,2.1859,104.3,198.1842,43.5178,0.3488,2.5989,8.7496,1.3398,6.7244,-218.0625,2084.77,2084.3248,57,530,454,27.7,-4.0386472,60.3518389
11.9721,-0.0202,2.2016,106,200.5694,47.9771,0.3415,2.5805,8.0489,1.3513,6.2513,-220.6875,2084.77,2084.4772,57,530,454,27.7,-4.0386472,60.3518389
11.9747,-0.0197,2.2097,106.4,202.5485,50.3032,0.3322,2.6239,6.5612,1.3854,5.2599,-219.125,2084.77,2084.6296,57,530,454,27.7,-4.0386472,60.3518389
11.9747,-0.0177,2.2095,105.5,201.4162,49.8407,0.3435,2.6438,5.6908,1.4126,4.705,-218.625,2084.77,2084.782,57,530,454,27.7,-4.0386472,60.3518389
11.9665,-0.0199,2.2059,103.9,199.7285,47.9137,0.3531,2.6503,5.3357,1.5589,4.4334,-217.625,2084.77,2084.9344,57,530,454,27.7,-4.0386472,60.3518389
11.9799,-0.0148,2.215,102.1,198.7642,48.5531,0.3521,2.7366,5.452,1.5635,4.5207,-218.9375,2084.77,2085.0868,57,530,454,27.7,-4.0386472,60.3518389
12.0272,-0.0109,2.2519,101,194.7735,54.1451,0.3468,2.9689,5.6751,1.9745,4.7007,-220.25,2084.77,2085.2392,57,530,454,27.7,-4.0386472,60.3518389
12.0025,-0.0159,2.2327,103.85,219.4296,51.2048,0.3093,2.4558,2.4661,1.0718,2.142,-227.1875,2090.36,2089.9636,61,260,280,28.1,-4.0386472,60.3518389
11.9799,-0.0132,2.2174,103.25,215.9267,48.5967,0.2743,2.5105,2.291,1.0537,2.0262,-225.9375,2090.36,2090.116,61,260,280,28.1,-4.0386472,60.3518389
11.9705,-0.0117,2.2143,101.9,210.0035,53.0033,0.3044,2.5862,2.1935,0.995,1.9503,-223.6875,2090.36,2090.2684,61,260,280,28.1,-4.0386472,60.3518389
11.9747,-0.0074,2.2217,102.25,209.2994,51.3404,0.3033,2.7338,2.1616,0.9592,1.9138,-220.8125,2090.36,2090.4208,61,260,280,28.1,-4.0386472,60.3518389
11.9693,-0.0113,2.2187,101.5,208.7946,51.1016,0.3288,2.6852,2.1476,0.9535,1.9157,-221.6875,2090.78,2090.5732,62,371,350,28.5,-4.0386472,60.3518389
11.9815,-0.0106,2.2139,101.4,208.8513,47.4186,0.3186,2.673,2.1259,0.9503,1.895,-222.9375,2090.78,2090.7256,62,371,350,28.5,-4.0386472,60.3518389
11.9653,-0.0139,2.2119,101.6,206.4413,48.4416,0.3185,2.5633,2.085,0.9416,1.8471,-220,2090.78,2090.878,62,371,350,28.5,-4.0386472,60.3518389
11.9721,-0.0145,2.2143,99.8,202.1525,49.6013,0.3091,2.5884,2.0039,0.9414,1.7736,-217.75,2090.78,2091.0304,62,371,350,28.5,-4.0386472,60.3518389
11.9773,-0.0168,2.215,98.7,191.518,51.2731,0.3136,2.6685,1.8785,0.9761,1.6649,-218.125,2090.78,2091.1828,62,371,350,28.5,-4.0386472,60.3518389
11.9747,-0.0193,2.2228,98.1,179.2574,48.5547,0.3033,2.838,1.8613,1.0434,1.6539,-217.0625,2091.77,2091.3352,63,405,154,24.6,-4.0386472,60.3518389
11.9747,-0.0198,2.2558,91.3,171.1446,46.0815,0.2832,2.9754,2.1776,1.0846,1.9016,-214.5,2091.77,2091.4876,63,405,154,24.6,-4.0386472,60.3518389
11.9721,-0.0164,2.3658,78.8,151.3705,44.5649,0.2101,3.1908,2.7842,11.9459,2.3859,-213.1875,2091.77,2091.64,63,405,154,24.6,-4.0386472,60.3518389
11.9789,-0.0129,2.5033,72.05,137.4464,44.3408,0.1426,3.2903,4.015,121.1422,3.2999,-213.5,2091.77,2091.7924,63,405,154,24.6,-4.0386472,60.3518389
11.9679,-0.0053,2.634,66.25,135.0797,44.9073,0.0816,3.2808,6.6666,152.1253,5.2057,-214.9375,2091.77,2091.9448,63,405,154,24.6,-4.0386472,60.3518389
11.9773,-0.0109,2.6448,58.1,128.379,42.1103,0.0623,3.2808,13.2719,174.7369,9.593,-216.25,2091.77,2092.0972,63,405,154,24.6,-4.0386472,60.3518389
11.9721,-0.016,2.635,55.5,125.9849,40.545,0.0613,3.3576,21.5451,188.3608,16.03,-213.3125,2091.77,2092.2496,63,405,154,24.6,-4.0386472,60.3518389
11.9618,-0.0038,2.5839,75.9,132.7458,51.6661,0.2576,3.1156,8.3334,11.1675,6.5252,-214.3125,2093.51,2093.0116,64,414,503,26,-4.0386472,60.3518389
11.9499,-0.0061,2.4392,86.65,169.8381,51.9216,0.301,2.9003,4.624,1.5325,3.8015,-212.6875,2093.51,2093.164,64,414,503,26,-4.0386472,60.3518389
11.9582,-0.0162,2.2999,96.45,197.0302,52.7187,0.3292,2.6932,2.9351,1.1289,2.484,-213.75,2093.51,2093.3164,64,414,503,26,-4.0386472,60.3518389
11.9524,-0.0207,2.213,101.7,202.6397,51.8411,0.3293,2.6551,2.1328,1.1362,1.8382,-214.8125,2093.51,2093.4688,64,414,503,26,-4.0386472,60.3518389
11.9644,-0.0188,2.1925,103.45,212.4173,52.473,0.3138,2.5765,1.7715,0.9335,1.5278,-213.25,2093.51,2093.6212,64,414,503,26,-4.0386472,60.3518389
11.9524,-0.0205,2.1973,103.95,223.4993,50.5837,0.3102,2.628,1.654,0.9011,1.4118,-210.8125,2093.51,2093.7736,64,414,503,26,-4.0386472,60.3518389
11.9582,-0.0206,2.2075,107.5,229.6781,54.6758,0.3164,2.782,1.6891,0.8719,1.4472,-208.8125,2094.32,2093.926,65,476,,28.2,-4.0386472,60.3518389
11.955,-0.0182,2.2214,107.8,232.1142,55.1175,0.3503,2.9065,1.8499,0.8528,1.5757,-212.1875,2094.32,2094.0784,65,476,,28.2,-4.0386472,60.3518389
11.9524,-0.0143,2.229,104.45,228.3377,59.097,0.3461,2.8482,2.0747,1.0852,1.7519,-212.6875,2094.32,2094.2308,65,476,,28.2,-4.0386472,60.3518389
11.9644,-0.0126,2.2391,103.4,227.2472,62.014,0.3625,2.6409,2.2756,1.2227,1.8706,-212.25,2094.32,2094.3832,65,476,,28.2,-4.0386472,60.3518389
11.9454,-0.0096,2.2439,104.8,227.1122,61.2983,0.3447,2.7425,2.3365,1.0577,1.9004,-211.25,2094.32,2094.5356,65,476,,28.2,-4.0386472,60.3518389
11.9618,-0.0072,2.2575,106.2,224.6195,58.7692,0.3638,2.7459,2.0828,1.0267,1.6911,-210.875,2094.32,2094.688,65,476,,28.2,-4.0386472,60.3518389
12.4669,0.0132,2.3003,101.95,251.6457,61.1421,0.3943,3.9733,2.6905,1.902,2.4311,-247.8125,2110.5,2110.0804,70,1.6,,14.3,-4.0386472,60.3518389
12.3903,0.0118,2.3318,97.5,231.2916,65.292,0.4111,3.7857,2.7948,3.3725,2.5328,-245.625,2110.5,2110.2328,70,1.6,,14.3,-4.0386472,60.3518389
12.2722,0.0041,2.3252,106.55,232.9804,69.8093,0.4201,3.741,2.7736,2.0509,2.5368,-242.8125,2110.5,2110.3852,70,1.6,,14.3,-4.0386472,60.3518389
12.1993,0.0014,2.3337,104.75,232.4766,72.7916,0.4455,3.7318,2.4981,2.1189,2.3332,-245.0625,2110.5,2110.5376,70,1.6,,14.3,-4.0386472,60.3518389
12.0992,-0.0072,2.3369,106.6,230.5355,75.4206,0.4446,3.4547,2.5735,1.9613,2.4386,-246.4375,2110.5,2110.69,70,1.6,,14.3,-4.0386472,60.3518389
12.1107,-0.0081,2.3572,107,219.7061,76.2565,0.4289,3.4397,2.5619,3.4024,2.4527,-247.9375,2110.5,2110.8424,70,1.6,,14.3,-4.0386472,60.3518389
12.0891,-0.0082,2.3703,107.15,223.6132,76.8734,0.3905,3.4019,2.6073,3.234,2.4847,-248.375,2110.5,2110.9948,70,1.6,,14.3,-4.0386472,60.3518389
12.053,0.0064,2.2936,105.1,217.6277,78.9194,0.3598,3.4967,2.2329,1.6875,2.1344,-245.125,2111.95,2111.452,71,0.19,,8.5,-4.0386472,60.3518389
12.0367,0.0102,2.3109,103.2,223.272,79.993,0.3792,3.6066,2.1433,1.3692,2.0578,-244.5625,2111.95,2111.6044,71,0.19,,8.5,-4.0386472,60.3518389
12.1139,0.0069,2.332,106.95,217.9237,82.3539,0.3799,3.6385,2.1206,1.3924,2.0354,-243,2111.95,2111.7568,71,0.19,,8.5,-4.0386472,60.3518389
12.0754,-0.0058,2.3556,102.35,212.7111,83.249,0.3704,3.5197,2.3231,3.4313,2.2037,-249.125,2111.95,2111.9092,71,0.19,,8.5,-4.0386472,60.3518389
12.078,-0.007,2.392,97.1,198.575,81.9368,0.3336,3.6177,2.7757,4.0953,2.6261,-250.9375,2111.95,2112.0616,71,0.19,,8.5,-4.0386472,60.3518389
12.0421,-0.0096,2.4382,91.7,182.7283,82.1753,0.3245,4.0061,3.6871,4.0953,3.4181,-249.5625,2111.95,2112.214,71,0.19,,8.5,-4.0386472,60.3518389
12.0298,-0.0111,2.4929,87,178.157,77.5718,0.291,4.5307,4.9071,6.2765,4.455,-248.1875,2111.95,2112.3664,71,0.19,,8.5,-4.0386472,60.3518389
12.0831,-0.0038,2.4844,87.35,186.2998,65.4371,0.2377,3.5683,4.5411,3.406,4.1688,-255.1875,2116.98,2116.4812,72,0.01,,4.8,-4.0386472,60.3518389
12.1322,-0.0012,2.4214,101.7,195.9877,73.9153,0.3253,3.4576,4.7806,2.7994,4.2208,-255.6875,2116.98,2116.6336,72,0.01,,4.8,-4.0386472,60.3518389
12.1628,-0.0033,2.3691,104.9,221.9028,76.2171,0.3859,3.5922,2.6458,3.6675,2.5647,-254,2116.98,2116.786,72,0.01,,4.8,-4.0386472,60.3518389
12.1882,-0.0019,2.3529,105.3,243.638,77.0521,0.429,3.7818,2.4158,3.652,2.3916,-253.1875,2116.98,2116.9384,72,0.01,,4.8,-4.0386472,60.3518389
