CALI,DENC,DENS,DTC,DTS,GR,NEUT,PEF,RACH,RDEP,RLA2,RLA4,RMED,RMIC,RPCH,RSHAL,SP,closest_depth,true depth,"SAMPLE
NUMBER","PERMEABILITY (HORIZONTAL)
Kair
md"," PERMEABILITY(VERTICAL)
Kair
md","POROSITY
(HELIUM)",Longitude,Latitude
12.4547,0.0104,2.3426,104.037,210.248,77.5816,0.3401,3.0014,4.7753,5.5388,4.4179,5.4493,5.2235,1.9999,5.2714,3.1078,2.9239,2168.97,2169.1596,113,213,132,24.9,-4.1381753,60.3443039
12.2299,0.0052,2.2161,102.454,206.472,70.3056,0.3139,2.8813,4.879,5.5242,4.3902,5.4358,5.1077,1.6634,5.4451,3.1331,2.4898,2168.97,2169.312,113,213,132,24.9,-4.1381753,60.3443039
12.2299,0.0054,2.169,102.645,202.839,63.8356,0.2886,2.6884,4.8351,6.0295,4.5891,5.8004,5.4665,1.6156,4.8361,3.2537,2.3209,2168.97,2169.4644,113,213,132,24.9,-4.1381753,60.3443039
12.2299,0.006,2.1309,102.882,202.454,64.0473,0.2889,2.6016,4.536,5.8779,4.5024,5.5068,5.0973,1.3052,3.732,3.1445,2.0806,2170.04,2169.6168,117,82,,26,-4.1381753,60.3443039
12.2299,0.0023,2.1221,102.96,204.872,67.8041,0.2914,2.5492,4.2699,6.1596,4.739,5.8719,5.5689,1.8434,3.5931,3.3133,1.718,2170.04,2169.7692,117,82,,26,-4.1381753,60.3443039
12.2299,0.0004,2.2346,103.313,203.552,72.1164,0.3076,2.6477,4.3819,5.2251,4.2179,4.8979,4.6372,2.5537,3.576,3.1927,1.7664,2170.04,2169.9216,117,82,,26,-4.1381753,60.3443039
12.2449,0.0004,2.2905,103.296,206.42,75.9557,0.3207,2.7834,3.9549,5.1565,4.1298,4.9,4.5919,3.7547,3.1146,3.0876,1.9218,2170.04,2170.074,117,82,,26,-4.1381753,60.3443039
12.2636,-0.0001,2.232,103.336,210.627,80.8937,0.3384,2.8933,3.9021,5.6712,4.4096,5.4185,5.2284,3.1711,3.0392,3.1717,2.1245,2170.04,2170.2264,117,82,,26,-4.1381753,60.3443039
12.2449,0.0027,2.3218,104.213,212.704,82.6135,0.3461,2.9429,3.9281,5.6688,4.0007,4.7784,4.7435,2.721,3.1017,2.8963,2.3273,2170.04,2170.3788,117,82,,26,-4.1381753,60.3443039
12.2449,0.009,2.3209,105.585,211.978,85.0984,0.3572,2.9722,3.5759,4.3481,3.6733,4.1903,4.182,2.3588,2.7724,2.7272,2.6494,2170.04,2170.5312,117,82,,26,-4.1381753,60.3443039
12.2074,0.0034,2.2529,103.784,192.283,75.9956,0.3139,2.845,3.5784,3.8735,3.1349,3.6671,3.4723,1.5955,3.1815,2.4474,7.3654,2171.52,2171.1408,123,146,,23.2,-4.1381753,60.3443039
12.2187,-0.0003,2.1772,103.174,193.076,79.0738,0.3069,2.7698,3.5673,4.3045,3.386,4.0997,3.8157,1.3418,3.087,2.5262,8.9161,2171.52,2171.2932,123,146,,23.2,-4.1381753,60.3443039
12.2149,-0.0003,2.2453,102.585,193.879,76.1216,0.3095,2.7088,3.3459,4.5946,3.6112,4.4573,4.209,1.7809,2.7491,2.7089,10.5016,2171.52,2171.4456,123,146,,23.2,-4.1381753,60.3443039
12.2299,0.0003,2.3076,101.712,193.941,78.9814,0.3253,2.7183,3.3826,4.5023,3.5566,4.4016,4.1511,2.3173,2.8497,2.6089,10.6281,2171.52,2171.598,123,146,,23.2,-4.1381753,60.3443039
12.2636,0.0081,2.2926,102.722,192.064,82.149,0.3453,2.7847,3.5279,4.4584,3.6317,4.4584,4.1991,2.5278,3.1545,2.7753,11.2255,2171.75,2171.7504,124,192,,23.6,-4.1381753,60.3443039
12.2599,0.0111,2.4159,103.605,188.749,84.0107,0.3447,2.8368,3.5482,4.8625,3.9919,4.8625,4.5905,3.9891,3.2474,2.9012,12.0129,2171.98,2171.9028,125,69,47,19.9,-4.1381753,60.3443039
12.4097,0.0109,2.4238,102.824,187.289,80.8333,0.3212,2.9052,3.6604,5.0157,3.9192,5.0157,4.6577,3.9169,3.3821,2.9708,12.7851,2171.98,2172.0552,125,69,47,19.9,-4.1381753,60.3443039
12.2449,0.0081,2.4025,102.686,196.204,75.6813,0.3096,2.9368,3.7318,4.3738,3.5821,4.3738,4.2386,4.2726,3.2804,2.6671,13.985,2172.28,2172.2076,126,37,,16.7,-4.1381753,60.3443039
12.2299,0.0086,2.3075,103.179,198.133,73.3961,0.3022,2.9563,3.7594,4.0373,3.3106,4.0373,3.7206,2.1801,3.236,2.5001,15.1979,2172.28,2172.36,126,37,,16.7,-4.1381753,60.3443039
12.4846,0.0053,2.2735,103.846,200.7,76.3601,0.3015,2.9764,3.8486,3.7711,3.1553,3.7711,3.5402,1.5754,3.2712,2.4698,16.5112,2172.51,2172.5124,127,3.3,,12.5,-4.1381753,60.3443039
12.2074,0.0044,2.2659,103.849,200.941,77.4516,0.3015,2.8633,3.8985,4.1008,3.44,4.1008,3.9054,1.4459,3.202,2.7464,17.4168,2172.73,2172.6648,128,1021,1015,29.8,-4.1381753,60.3443039
12.2374,0.0215,2.2634,102.744,202.26,79.2513,0.3114,2.723,3.9227,4.3394,3.6562,4.3394,4.2575,1.6667,3.2531,2.8095,17.4665,2172.73,2172.8172,128,1021,1015,29.8,-4.1381753,60.3443039
12.185,0.0388,2.3365,101.694,199.055,75.2759,0.3232,2.5882,4.0091,3.6214,3.1249,3.6214,3.4594,1.3727,3.3406,2.5153,17.5574,2172.73,2172.9696,128,1021,1015,29.8,-4.1381753,60.3443039
12.185,0.0426,2.2559,101.389,200.63,78.3837,0.3175,2.6455,4.1765,3.8276,3.2753,3.8276,3.7132,1.2651,3.373,2.4397,17.5952,2173.33,2173.122,130,280,,26.3,-4.1381753,60.3443039
12.2074,0.0479,2.2985,99.0558,202.34,79.4901,0.3154,2.7279,4.4306,4.2129,3.5286,4.2129,4.135,1.6926,3.3534,2.6487,17.7998,2173.33,2173.2744,130,280,,26.3,-4.1381753,60.3443039
12.2524,0.0824,2.4241,95.5952,204.437,83.783,0.3217,2.8354,4.7554,4.5382,3.7481,4.5382,4.3614,2.6933,3.7283,2.7741,18.2357,2173.52,2173.4268,131,378,,25.3,-4.1381753,60.3443039
12.2299,0.0905,2.3273,94.0601,202.37,83.3542,0.3216,2.9003,4.9849,4.8384,3.9697,4.8384,4.6832,1.4851,4.2049,2.903,19.1771,2173.52,2173.5792,131,378,,25.3,-4.1381753,60.3443039
12.2749,0.0725,2.3897,91.8399,197.904,82.0643,0.2865,2.9118,5.193,5.458,4.4728,5.458,5.2522,1.5059,4.5546,3.1285,19.8895,2173.75,2173.7316,132,221,,25.2,-4.1381753,60.3443039
12.2674,0.0281,2.4286,88.3867,174.621,73.577,0.2368,2.8407,5.5679,6.7931,5.1446,6.7931,6.2743,4.2551,5.3277,3.0683,20.4637,2173.98,2173.884,133,1278,64,29.1,-4.1381753,60.3443039
12.2524,0.0077,2.3838,85.1778,148.992,61.6202,0.2154,2.7628,6.437,6.6156,4.9239,6.6156,6.0883,4.5099,6.8874,3.1121,20.9042,2173.98,2174.0364,133,1278,64,29.1,-4.1381753,60.3443039
12.4996,0.0005,2.4013,83.1149,136.823,51.6139,0.2142,2.6461,8.0593,8.0516,5.5571,7.4433,6.9688,4.438,9.5331,3.5297,21.5152,2174.26,2174.1888,134,615,,26.8,-4.1381753,60.3443039
12.185,-0.0024,2.3809,82.8754,129.99,51.7196,0.2136,2.5091,8.9489,8.8619,6.0535,8.549,7.5844,2.5955,11.1619,3.6063,22.223,2174.26,2174.3412,134,615,,26.8,-4.1381753,60.3443039
12.185,-0.0033,2.3115,85.3798,127.621,49.6857,0.1972,2.4185,9.0158,9.5518,6.1957,9.1128,8.0493,2.5724,11.1315,3.6735,23.1187,2174.5,2174.4936,135,775,,27.6,-4.1381753,60.3443039
12.2,-0.0029,2.3012,89.3051,127.323,49.5013,0.1937,2.3046,9.2163,9.76,6.2453,9.3163,8.1619,2.3351,10.9661,3.6906,23.7287,2174.5,2174.646,135,775,,27.6,-4.1381753,60.3443039
12.185,-0.0012,2.3269,93.7804,129.388,49.7413,0.1998,2.2633,9.7538,9.8099,6.4102,9.4763,8.4293,2.7101,10.6823,3.7702,24.1363,2175.05,2174.7984,137,801,755,27.6,-4.1381753,60.3443039
12.2,0.0001,2.3792,99.838,142.107,53.1335,0.2198,2.3032,9.4294,9.9998,6.7454,9.6635,8.6895,3.4364,11.205,3.7078,24.8431,2175.05,2174.9508,137,801,755,27.6,-4.1381753,60.3443039
12.1925,0.0006,2.3714,105.588,162.037,53.7151,0.2429,2.353,9.7661,9.8784,6.5713,9.539,8.6728,3.6331,10.8204,3.634,25.3364,2175.05,2175.1032,137,801,755,27.6,-4.1381753,60.3443039
12.1962,-0.0021,2.3324,109.41,173.624,54.6582,0.2705,2.3522,9.4285,7.5287,5.2272,7.0258,6.6561,1.8395,8.3306,3.3516,25.1196,2175.05,2175.2556,137,801,755,27.6,-4.1381753,60.3443039
12.1962,-0.005,2.1544,109.534,192.424,54.4246,0.3027,2.2033,9.0744,7.8307,5.3067,7.2734,6.9454,0.9604,8.4717,3.4399,24.511,2175.75,2175.408,140,1054,,28.8,-4.1381753,60.3443039
12.2,-0.0071,2.1315,108.239,198.983,54.4781,0.3096,2.0667,9.3483,7.0959,4.7246,6.9012,6.1952,0.9265,8.1693,3.1474,24.1045,2175.75,2175.5604,140,1054,,28.8,-4.1381753,60.3443039
12.1925,-0.0075,2.1421,106.7,198.954,56.4126,0.3099,2.0058,8.6612,5.912,4.3882,5.6723,5.2544,0.8649,6.2873,2.9913,23.5969,2175.75,2175.7128,140,1054,,28.8,-4.1381753,60.3443039
12.2074,-0.0072,2.138,105.439,196.146,60.0517,0.3069,1.9649,7.8931,5.8513,4.3031,5.528,5.1742,0.9698,6.2948,2.8749,23.1187,2175.96,2175.8652,141,615,534,27.2,-4.1381753,60.3443039
12.2074,-0.0045,2.1658,104.343,193.254,64.5467,0.2934,2.0301,7.3602,6.1698,4.5501,5.8422,5.5506,1.3188,5.7651,2.7933,22.4477,2175.96,2176.0176,141,615,534,27.2,-4.1381753,60.3443039
12.2074,-0.0025,2.276,102.96,191.623,62.9298,0.2844,2.139,7.1368,6.377,4.4243,5.7125,5.4736,1.669,5.793,2.8211,21.5693,2176.24,2176.17,142,258,,24.9,-4.1381753,60.3443039
12.2,-0.0048,2.2441,102.985,188.238,62.5621,0.2894,2.2023,6.5851,5.8399,4.1383,5.1922,4.8342,1.3554,5.4055,2.6769,20.9009,2176.24,2176.3224,142,258,,24.9,-4.1381753,60.3443039
12.185,-0.007,2.2042,104.235,184.423,62.8308,0.2916,2.2026,6.2248,5.1581,3.6913,4.7579,4.4885,1.319,5.2052,2.5124,20.9009,2176.5,2176.4748,143,531,,26.1,-4.1381753,60.3443039
12.2074,-0.0081,2.2139,104.952,182.443,63.3562,0.289,2.1914,5.6448,5.1571,3.5465,4.758,4.4045,1.2801,5.2242,2.4448,20.9009,2176.5,2176.6272,143,531,,26.1,-4.1381753,60.3443039
12.2074,-0.0055,2.268,105.487,183.562,61.6067,0.2844,2.2408,5.1324,4.9882,3.4157,4.7067,4.2531,1.6352,4.6155,2.5058,21.1025,2176.5,2176.7796,143,531,,26.1,-4.1381753,60.3443039
12.2149,-0.0037,2.2571,105.647,182.817,59.0469,0.2833,2.3207,5.1325,4.2593,3.0483,3.9187,3.5091,1.4286,4.7418,2.2754,21.3544,2177.11,2176.932,145,1879,1833,29.6,-4.1381753,60.3443039
12.185,-0.0037,2.1682,107.023,179.195,54.6963,0.2839,2.3099,4.4279,4.5068,3.0869,4.1147,3.7864,1.0223,4.2249,2.1753,21.7593,2177.11,2177.0844,145,1879,1833,29.6,-4.1381753,60.3443039
12.2,-0.0047,2.164,107.154,181.725,53.9552,0.2826,2.2483,4.1036,4.44,3.0301,4.0646,3.7689,1.032,4.0125,2.0734,22.6195,2177.25,2177.2368,146,1191,,28.3,-4.1381753,60.3443039
12.1962,-0.0061,2.1908,105.326,185.281,50.774,0.2807,2.1181,3.6327,4.3286,2.9994,4.0031,3.714,1.2417,3.3691,2.0779,23.4748,2177.25,2177.3892,146,1191,,28.3,-4.1381753,60.3443039
12.1925,-0.0062,2.1427,102.759,185.873,50.6824,0.2859,1.9565,3.0796,4.2596,3.0016,3.9283,3.6844,1.3671,2.5235,2.0355,24.1817,2177.25,2177.5416,146,1191,,28.3,-4.1381753,60.3443039
12.1962,-0.0052,2.1403,101.253,188.889,48.4299,0.2859,1.8654,2.8984,4.0669,2.8775,3.8498,3.4591,0.8246,2.2924,1.9635,24.4861,2177.25,2177.694,146,1191,,28.3,-4.1381753,60.3443039
12.4621,0.0005,2.3775,102.488,206.911,87.699,0.3274,2.9883,2.725,3.5942,3.3378,3.5942,3.5942,4.2581,2.5575,3.0328,19.8593,2184.35,2183.9424,174,638,,29,-4.1381753,60.3443039
12.3535,0.0004,2.3925,103.163,206.701,83.941,0.3364,2.995,2.719,3.5183,3.3209,3.5183,3.5183,4.3376,2.5616,2.91,19.8929,2184.35,2184.0948,174,638,,29,-4.1381753,60.3443039
12.3573,-0.0001,2.3999,103.251,206.732,85.1343,0.349,2.9996,2.7342,3.4822,3.3367,3.4822,3.4762,4.3778,2.6313,2.9477,19.8929,2184.35,2184.2472,174,638,,29,-4.1381753,60.3443039
12.3535,0.0004,2.3934,102.64,206.827,90.0969,0.3562,2.9891,2.7297,3.5924,3.3065,3.5924,3.4715,4.2967,2.6341,2.8657,19.792,2184.35,2184.3996,174,638,,29,-4.1381753,60.3443039
12.3423,-0.0001,2.3959,102.702,206.275,93.6432,0.3574,2.905,2.7416,3.7058,3.3226,3.7058,3.4716,4.2749,2.6361,2.9745,19.8929,2184.68,2184.552,176,2856,3014,30.2,-4.1381753,60.3443039
12.3498,0.0004,2.4034,102.347,203.748,95.1264,0.3426,2.8641,2.7323,3.712,3.3074,3.712,3.4837,4.1041,2.656,2.8796,20.0731,2184.68,2184.7044,176,2856,3014,30.2,-4.1381753,60.3443039
12.3498,-0.0011,2.4023,101.894,206.676,93.128,0.3351,2.8914,2.7439,3.7379,3.2623,3.7379,3.5098,4.2537,2.7411,2.6999,19.9115,2184.68,2184.8568,176,2856,3014,30.2,-4.1381753,60.3443039
12.3423,-0.0012,2.4012,101.339,206.043,94.4482,0.3338,2.9413,2.6883,3.7689,3.3232,3.7689,3.62,4.0695,2.7194,2.8271,19.3032,2185.13,2185.0092,177,4084,,29.7,-4.1381753,60.3443039
12.3423,-0.0002,2.3806,101.31,204.751,90.4269,0.3367,2.9072,2.6953,3.9168,3.3714,3.9168,3.7262,4.3163,2.6836,2.7616,18.6949,2185.13,2185.1616,177,4084,,29.7,-4.1381753,60.3443039
12.3348,0.0008,2.3944,101.62,205.221,86.0866,0.3317,2.8508,2.6588,4.1153,3.4479,4.1153,3.8519,4.3904,2.3018,2.6598,18.0866,2185.29,2185.314,178,4438,,30.4,-4.1381753,60.3443039
12.2973,0.0003,2.4087,101.957,205.646,77.3254,0.3183,2.815,2.5962,4.0984,3.448,4.0984,3.8323,3.9204,2.3172,2.4813,17.8767,2185.51,2185.4664,179,2397,,30.8,-4.1381753,60.3443039
12.3123,0.0003,2.3788,102.317,207.007,72.5893,0.3108,2.7648,2.5572,2.8084,2.2785,2.8084,2.6257,2.1991,2.5189,2.0652,17.8767,2185.51,2185.6188,179,2397,,30.8,-4.1381753,60.3443039
12.3048,-0.0039,2.3294,102.469,207.393,69.4792,0.3117,2.6954,2.5503,2.4748,2.1526,2.4748,2.3133,1.2819,2.5158,1.7565,18.0776,2185.51,2185.7712,179,2397,,30.8,-4.1381753,60.3443039
12.3198,-0.0078,2.1995,103.804,207.684,71.6271,0.3221,2.6494,2.5461,2.4608,2.1713,2.4608,2.3632,1.123,2.4984,1.8743,18.382,2186.06,2185.9236,181,3337,,30,-4.1381753,60.3443039
12.3273,-0.0066,2.2131,104.694,206.661,71.7038,0.3211,2.5908,2.5463,2.7099,2.3558,2.7099,2.642,1.0181,2.4914,1.9163,18.6832,2186.06,2186.076,181,3337,,30,-4.1381753,60.3443039
12.3573,-0.005,2.224,104.856,197.842,70.9797,0.3062,2.5544,2.4793,3.0512,2.5931,3.0023,2.8405,1.1078,2.42,2.0701,18.6889,2186.06,2186.2284,181,3337,,30,-4.1381753,60.3443039
12.3423,-0.0024,2.2904,104.981,197.076,68.2365,0.2961,2.467,2.4944,3.0603,2.5867,2.9741,2.8868,1.5065,2.5169,1.9284,19.094,2186.06,2186.3808,181,3337,,30,-4.1381753,60.3443039
12.3797,-0.0024,2.2668,105.195,196.638,66.2543,0.2934,2.3632,2.3939,2.8842,2.3742,2.7576,2.6452,1.1911,2.3737,1.7658,19.8011,2186.06,2186.5332,181,3337,,30,-4.1381753,60.3443039
12.4097,-0.0046,2.2166,105.275,196.126,64.7186,0.2988,2.2639,2.3366,2.6081,2.2414,2.5682,2.5427,0.988,2.2084,1.6915,20.3176,2187.04,2186.6856,185,1194,996,28.6,-4.1381753,60.3443039
12.3872,-0.0049,2.1749,105.599,193.301,61.9379,0.3113,2.1911,2.3275,2.9258,2.357,2.7938,2.5495,0.8904,2.3128,1.7353,21.1267,2187.04,2186.838,185,1194,996,28.6,-4.1381753,60.3443039
12.3872,-0.005,2.1952,104.884,192.227,57.8617,0.3106,2.11,2.2841,2.3982,1.9054,2.3239,2.1712,0.8504,2.2794,1.6174,22.2501,2187.04,2186.9904,185,1194,996,28.6,-4.1381753,60.3443039
12.3498,-0.0055,2.2608,104.608,186.668,54.1276,0.3025,2.049,2.2872,2.5615,2.1559,2.5812,2.4862,0.8504,2.2135,1.7096,23.2334,2187.23,2187.1428,186,1515,,27.8,-4.1381753,60.3443039
12.4097,-0.006,2.1863,104.57,181.293,51.8319,0.2862,2.0177,2.239,2.671,2.1905,2.6061,2.4636,0.845,2.1761,1.699,23.6386,2187.23,2187.2952,186,1515,,27.8,-4.1381753,60.3443039
12.3048,-0.006,2.163,104.275,185.826,53.0499,0.2752,2.0271,2.2244,2.3756,2.0038,2.292,2.2297,0.8962,2.1551,1.5059,23.9431,2187.45,2187.4476,187,832,,28.1,-4.1381753,60.3443039
12.331,-0.006,2.1828,104.319,187.77,52.1205,0.2707,2.0471,2.2366,2.3673,2.0002,2.3187,2.2191,0.7972,2.0427,1.5233,24.2475,2187.45,2187.6,187,832,,28.1,-4.1381753,60.3443039
12.3273,-0.005,2.2084,103.931,190.173,54.6471,0.2791,2.0965,2.2414,2.3347,1.986,2.2396,2.2141,0.8839,2.0379,1.5729,24.7534,2187.85,2187.7524,188,1196,,27.6,-4.1381753,60.3443039
12.3498,-0.0046,2.1693,103.554,191.414,55.1578,0.287,2.1361,2.2482,2.2236,1.9181,2.1532,2.1079,0.8964,2.0868,1.4817,24.9091,2187.85,2187.9048,188,1196,,27.6,-4.1381753,60.3443039
12.3723,-0.0034,2.153,103.37,192.28,57.2594,0.2854,2.1657,2.3056,2.2423,1.8676,2.2474,2.0531,0.9847,2.101,1.6175,24.4018,2188.04,2188.0572,189,1365,1698,28.2,-4.1381753,60.3443039
12.3872,-0.0026,2.1607,102.806,192.077,54.7188,0.2789,2.173,2.5563,2.4736,2.0423,2.4736,2.2549,0.8623,2.1419,1.5935,23.8945,2188.25,2188.2096,190,1419,,27.7,-4.1381753,60.3443039
12.3947,-0.0026,2.1813,102.52,191.144,54.4455,0.2762,2.193,2.5359,2.1916,1.8155,2.1916,2.0547,0.8121,2.5236,1.613,23.4881,2188.25,2188.362,190,1419,,27.7,-4.1381753,60.3443039
12.3872,-0.0013,2.1698,101.902,190.202,58.778,0.29,2.196,2.5471,3.2622,2.1676,3.2622,2.346,0.7613,2.956,1.8832,22.7416,2188.66,2188.5144,192,1174,,28.4,-4.1381753,60.3443039
12.3947,0.0014,2.1716,102.615,187.826,72.2034,0.3098,2.2659,2.5848,4.7625,3.414,4.7625,3.98,1.1528,2.9407,2.4028,21.8679,2188.66,2188.6668,192,1174,,28.4,-4.1381753,60.3443039
12.2861,0.0028,2.2968,103.06,186.793,83.6105,0.3288,2.3798,2.618,3.5997,2.9985,3.5997,3.2414,3.8624,2.694,2.0975,21.4616,2188.66,2188.8192,192,1174,,28.4,-4.1381753,60.3443039
12.2674,0.0028,2.4067,103.073,189.472,86.2058,0.3286,2.6018,2.5874,2.6891,2.1852,2.6797,2.6019,2.546,2.5637,1.774,21.0553,2189.03,2188.9716,193,1594,1314,28,-4.1381753,60.3443039
12.2374,0.0008,2.3544,102.939,188.037,80.1907,0.3241,2.698,2.4996,2.5932,2.0991,2.4232,2.3957,1.6787,2.369,1.7991,20.7499,2189.03,2189.124,193,1594,1314,28,-4.1381753,60.3443039
12.2636,-0.0014,2.2782,102.063,186.493,70.9809,0.318,2.6332,2.4453,2.4969,2.0424,2.3405,2.2521,1.2516,2.2748,1.6593,20.5455,2189.27,2189.2764,194,1392,,27.5,-4.1381753,60.3443039
12.2898,-0.0026,2.2215,100.873,183.824,63.0259,0.3122,2.4592,2.4256,2.2712,1.8927,2.1341,2.0854,0.8656,2.208,1.5985,20.2961,2189.27,2189.4288,194,1392,,27.5,-4.1381753,60.3443039
12.2749,-0.0033,2.1994,100.184,179.084,59.4267,0.3112,2.2233,2.3876,2.3909,1.9696,2.2375,2.1522,0.6513,2.2369,1.5709,19.9937,2189.74,2189.5812,196,2366,,30.2,-4.1381753,60.3443039
12.2224,-0.0035,2.1965,100.217,174.877,56.155,0.3112,2.042,2.33,2.5271,2.1605,2.3855,2.3442,0.6659,2.3215,1.6864,19.6912,2189.74,2189.7336,196,2366,,30.2,-4.1381753,60.3443039
12.2074,-0.0058,2.2006,100.409,170.149,55.7805,0.3083,1.9495,2.3195,2.5671,2.1555,2.4626,2.3504,0.7828,2.3185,1.6208,19.856,2189.96,2189.886,197,1630,1519,28.1,-4.1381753,60.3443039
12.2299,-0.0069,2.1962,101.502,169.095,53.3457,0.2966,1.949,2.3155,2.4885,2.0832,2.3844,2.2946,0.8689,2.2336,1.5448,20.0945,2189.96,2190.0384,197,1630,1519,28.1,-4.1381753,60.3443039
12.2861,-0.0057,2.2008,101.198,169.563,54.2558,0.2698,2.0036,2.324,2.2923,1.8972,2.2202,2.156,0.7128,2.1589,1.5532,20.8677,2190.25,2190.1908,198,941,,26.7,-4.1381753,60.3443039
12.3273,-0.0039,2.2162,101.669,170.922,54.8285,0.2583,2.0431,2.3566,2.1641,1.7673,2.0159,1.9614,0.6356,2.1297,1.4294,21.2729,2190.25,2190.3432,198,941,,26.7,-4.1381753,60.3443039
12.331,-0.0029,2.1969,101.191,178.103,54.1934,0.2601,2.0478,2.3567,2.1913,1.7902,2.0895,2.0073,0.6329,2.1665,1.4475,21.3041,2190.5,2190.4956,199,743,,26,-4.1381753,60.3443039
12.3348,-0.0034,2.1868,99.8845,181.517,57.6492,0.2768,2.0774,2.347,2.389,1.9457,2.3241,2.2007,0.8245,2.3519,1.5806,21.3041,2190.75,2190.648,200,1120,,27.1,-4.1381753,60.3443039
12.3048,-0.0044,2.2204,98.4899,184.555,59.4231,0.3102,2.0858,2.3771,2.8026,2.2508,2.6224,2.5733,0.8558,2.4797,1.71,21.3041,2190.75,2190.8004,200,1120,,27.1,-4.1381753,60.3443039
12.3423,-0.0045,2.2145,98.2464,187.525,60.5688,0.3207,2.0902,2.452,2.5321,2.0564,2.4849,2.3136,0.7359,2.4379,1.6557,21.3041,2190.96,2190.9528,201,1208,1172,26.8,-4.1381753,60.3443039
12.3648,-0.005,2.2097,98.9836,188.216,56.815,0.3047,2.0013,2.4439,2.568,2.057,2.4067,2.2721,0.7474,2.3948,1.6733,21.222,2191.25,2191.1052,202,1015,,27.7,-4.1381753,60.3443039
12.3648,-0.0035,2.2308,99.9894,185.41,57.1326,0.2741,1.9763,2.396,2.6093,2.0571,2.4235,2.3035,0.7337,2.3913,1.701,20.4977,2191.25,2191.2576,202,1015,,27.7,-4.1381753,60.3443039
12.3648,-0.002,2.2131,101.992,185.366,55.1608,0.2586,1.9547,2.3856,2.5674,2.0009,2.3858,2.2656,0.7406,2.3774,1.5949,20.3189,2191.51,2191.41,203,1113,,27.7,-4.1381753,60.3443039
12.376,-0.0035,2.2085,101.467,187.117,53.0567,0.2584,1.9366,2.3662,2.4937,1.9654,2.3249,2.1895,0.7396,2.3342,1.582,19.8991,2191.51,2191.5624,203,1113,,27.7,-4.1381753,60.3443039
12.3797,-0.0046,2.2246,100.295,190.82,51.3792,0.273,1.9237,2.3353,2.5888,2.0586,2.4045,2.3024,0.7338,2.3315,1.6494,19.2972,2191.51,2191.7148,203,1113,,27.7,-4.1381753,60.3443039
12.376,-0.0046,2.2076,99.4032,194.754,53.0522,0.2941,1.9132,2.2803,2.6537,2.1198,2.472,2.3848,0.7614,2.3401,1.6685,18.7144,2192.02,2191.8672,205,1289,1156,26.7,-4.1381753,60.3443039
12.2524,-0.0051,2.2066,97.9179,201.492,56.2311,0.3026,1.9262,2.244,2.5551,2.0313,2.3495,2.2837,0.8615,2.2376,1.5407,18.1789,2192.02,2192.0196,205,1289,1156,26.7,-4.1381753,60.3443039
12.2749,-0.0051,2.2299,97.4588,206.675,57.1675,0.3027,1.9667,2.2049,2.3852,1.9088,2.2533,2.2051,0.7721,2.1214,1.479,17.6751,2192.25,2192.172,206,1255,,27.6,-4.1381753,60.3443039
12.3123,-0.0051,2.1777,96.5417,208.105,58.5676,0.2839,1.9819,2.1726,2.3332,1.8543,2.2015,2.1249,0.6586,2.0741,1.4185,17.5743,2192.25,2192.3244,206,1255,,27.6,-4.1381753,60.3443039
12.331,-0.0012,2.1882,96.3706,210.079,55.177,0.2727,1.9721,2.1218,2.2648,1.7747,2.1212,2.0382,0.6642,2.0065,1.3958,17.9093,2192.46,2192.4768,207,712,,25.5,-4.1381753,60.3443039
12.3498,-0.002,2.2205,96.8778,206.304,53.8609,0.2589,1.929,2.0752,2.2076,1.7699,2.0409,1.9642,0.6708,1.997,1.4068,18.8942,2192.76,2192.6292,208,1351,,28.7,-4.1381753,60.3443039
12.3423,-0.0047,2.2243,97.4862,201.175,50.856,0.2561,1.8853,2.0456,2.1999,1.7317,2.0388,1.9375,0.6188,1.9835,1.3494,19.1987,2192.76,2192.7816,208,1351,,28.7,-4.1381753,60.3443039
12.3648,-0.0062,2.2113,98.9285,196.787,53.1849,0.2551,1.8395,2.0288,2.1807,1.7104,2.0533,1.9358,0.6281,1.9696,1.3978,19.6039,2192.98,2192.934,209,1105,699,26.6,-4.1381753,60.3443039
12.376,-0.0056,2.214,99.4119,192.477,51.7786,0.2567,1.8191,2.0227,2.1747,1.7104,2.0783,1.9338,0.6243,1.9853,1.3184,19.924,2192.98,2193.0864,209,1105,699,26.6,-4.1381753,60.3443039
12.3872,-0.0043,2.2281,100.157,188.685,51.9013,0.2505,1.8186,2.0388,2.1647,1.7105,2.0773,1.9619,0.6116,1.9978,1.3305,20.8171,2192.98,2193.2388,209,1105,699,26.6,-4.1381753,60.3443039
12.3947,-0.0039,2.2299,100.357,186.791,51.4583,0.2432,1.8282,2.0372,2.1541,1.6915,2.0607,1.9476,0.6044,2.0198,1.2795,21.7654,2192.98,2193.3912,209,1105,699,26.6,-4.1381753,60.3443039
12.3086,-0.0049,2.2273,99.0506,185.194,52.8646,0.2414,1.8177,2.0271,2.1536,1.6861,2.0582,1.9445,0.6061,2.043,1.2548,22.3001,2193.86,2193.5436,212,890,,28.3,-4.1381753,60.3443039
12.2973,-0.0059,2.2173,98.9549,183.877,50.7326,0.249,1.8172,2.0465,2.2153,1.7138,2.1598,2.0383,0.6334,2.0418,1.3268,21.909,2193.86,2193.696,212,890,,28.3,-4.1381753,60.3443039
