CALI,DENC,DENS,DTC,DTS,DTS1,DTS2,GR,NEUT,PEF,RDEP,RMIC,RSHAL,SP,closest_depth,true depth,"SAMPLE
NUMBER","PERMEABILITY (HORIZONTAL)
Kair
md"," PERMEABILITY(VERTICAL)
Kair
md","POROSITY
(HELIUM)",Longitude,Latitude
12.0819,-0.0206,2.2364,83.0528,160.1587,203.6742,208.9804,52.3677,0.3307,2.8615,41.8765,1.6506,22.574,92.625,2416.8300000000004,2416.7348,69,324,180,26.1,-4.0429056,60.4264917
12.2806,-0.0223,2.2469,92.0828,164.4796,203.3635,212.2726,50.5812,0.3315,2.7997,30.2831,1.7215,17.3784,93,2416.8300000000004,2416.8872,69,324,180,26.1,-4.0429056,60.4264917
12.4966,-0.0236,2.2513,91.1978,172.1487,203.0528,212.2279,51.7832,0.3258,2.8467,25.5916,1.7227,15.2359,93.8125,2417.05,2417.0396,70,229,,24.9,-4.0429056,60.4264917
12.081,-0.0255,2.2551,91.8958,167.6782,203.6742,209.7253,52.6989,0.3426,2.9081,22.0666,1.7184,13.6842,93.3125,2417.3,2417.192,71,239,,26.2,-4.0429056,60.4264917
12.4944,-0.0251,2.2561,91.8483,168.0473,203.0528,211.3352,55.8694,0.3482,2.961,20.382,1.6428,13.4088,92.625,2417.3,2417.3444,71,239,,26.2,-4.0429056,60.4264917
12.0818,-0.0271,2.2444,92.5767,172.4565,203.6742,212.0797,57.2203,0.3386,2.912,22.8693,1.8604,15.0236,92.8125,2417.5,2417.4968,72,170,,24.9,-4.0429056,60.4264917
12.4897,-0.0242,2.2322,92.7409,173.6577,203.0528,207.9063,55.1408,0.3307,2.7894,22.9352,3.2092,15.0924,92.5,2417.5,2417.6492,72,170,,24.9,-4.0429056,60.4264917
12.2836,-0.0227,2.2249,93.0019,173.9395,203.3635,207.7962,56.8148,0.3164,2.7447,23.7311,1.6938,15.7982,92.4375,2417.8300000000004,2417.8016,73,1647,1152,27.2,-4.0429056,60.4264917
12.2829,-0.022,2.2313,92.6179,179.4916,203.3635,211.283,54.9833,0.3179,2.7139,23.1432,1.6042,16.7816,92.8125,2418.05,2417.954,74,1201,,30.2,-4.0429056,60.4264917
12.0818,-0.0223,2.2486,93.2197,178.7097,203.6742,208.5082,55.908,0.3175,2.7443,21.954,1.6531,16.0872,91.8125,2418.05,2418.1064,74,1201,,30.2,-4.0429056,60.4264917
12.2794,-0.0196,2.2673,93.6166,178.3609,203.3635,206.8723,52.7545,0.3267,2.709,23.0104,1.7628,16.6297,92.6875,2418.3,2418.2588,75,630,,26.7,-4.0429056,60.4264917
12.2836,-0.0224,2.27,93.1312,177.3731,203.3635,206.7978,61.1359,0.3473,2.7153,29.5539,1.8921,20.1093,92.9375,2418.3,2418.4112,75,630,,26.7,-4.0429056,60.4264917
12.2837,-0.0212,2.2687,93.6919,178.3868,203.3635,206.8441,62.5219,0.3625,2.7183,43.6971,2.0087,27.4095,93.125,2418.55,2418.5636,76,397,,26.3,-4.0429056,60.4264917
12.2843,-0.0205,2.2704,91.8458,177.0036,203.3635,207.7939,60.3764,0.3615,2.763,47.8166,1.7229,29.2801,92.8125,2418.8300000000004,2418.716,77,458,268,25.8,-4.0429056,60.4264917
12.4921,-0.025,2.2692,91.9704,174.8379,203.0528,211.3197,54.6956,0.3336,2.8137,44.0605,1.8087,26.827,92.375,2418.8300000000004,2418.8684,77,458,268,25.8,-4.0429056,60.4264917
12.2843,-0.0244,2.2698,91.1762,174.8931,203.3635,208.386,54.6641,0.3126,2.8043,40.5604,1.839,24.6685,93.375,2419.05,2419.0208,78,356,,25.4,-4.0429056,60.4264917
12.2821,-0.0228,2.2615,90.589,177.2249,203.3635,208.0179,55.5782,0.3032,2.817,38.3041,1.8391,23.1536,93.5625,2419.05,2419.1732,78,356,,25.4,-4.0429056,60.4264917
12.283,-0.0284,2.258,90.5789,179.0988,203.3635,211.5642,56.6061,0.3058,2.8177,38.7756,1.755,22.1827,93,2419.3,2419.3256,79,172,,25.1,-4.0429056,60.4264917
12.0798,-0.0275,2.2515,90.2886,176.3869,203.6742,212.4386,56.8226,0.319,2.8647,42.3311,1.8111,22.5621,92.375,2419.5,2419.478,80,203,,25.1,-4.0429056,60.4264917
12.2873,-0.019,2.2664,89.8352,175.3607,203.3635,211.8218,54.4676,0.3233,2.8867,44.2684,1.7912,22.784,93.875,2419.5,2419.6304,80,203,,25.1,-4.0429056,60.4264917
12.2851,-0.018,2.2583,89.5064,175.2351,203.3635,208.4399,55.1993,0.3155,2.9234,45.7036,1.7294,22.5361,94.5,2419.8300000000004,2419.7828,81,328,229,26,-4.0429056,60.4264917
12.2814,-0.0186,2.2584,89.9105,172.1745,203.3635,211.8038,57.1143,0.3063,2.938,41.0362,1.7217,20.5594,94.625,2419.8300000000004,2419.9352,81,328,229,26,-4.0429056,60.4264917
