CALI,DENC,DENS,DTC,DTS1,DTS2,GR,NEUT,PEF,RDEP,RMIC,RSHAL,SP,closest_depth,true depth,"SAMPLE
NUMBER","PERMEABILITY (HORIZONTAL)
Kair
md"," PERMEABILITY(VERTICAL)
Kair
md","POROSITY
(HELIUM)",Longitude,Latitude
12.1886,-0.0043,2.2756,93.6622,170.0686,169.8717,51.8394,0.2708,2.8627,2.5847,1.2627,1.7661,0.1875,2174.1,2174.114,201,232,,25.7,-4.2432231,60.3731917
12.1789,-0.0036,2.2608,93.939,169.8175,169.5061,53.1027,0.2671,2.8004,2.4669,1.4512,1.7899,0.8125,2174.35,2174.2664,202,256,291,25.8,-4.2432231,60.3731917
12.2038,-0.001,2.2528,94.0193,170.182,169.9141,53.0286,0.2791,2.752,2.4722,1.198,1.6487,-3.25,2174.35,2174.4188,202,256,291,25.8,-4.2432231,60.3731917
12.2225,-0.0003,2.255,94.2842,170.5465,170.2059,52.5149,0.277,2.7349,2.3996,1.1412,1.7289,-1.875,2174.6,2174.5712,203,281,,25.9,-4.2432231,60.3731917
12.2185,-0.0025,2.2555,94.5461,170.5059,170.0826,52.0096,0.2864,2.744,2.511,1.1415,1.6143,-2.1875,2174.6,2174.7236,203,281,,25.9,-4.2432231,60.3731917
12.2319,-0.0018,2.2578,94.9405,170.2455,169.886,52.3363,0.2894,2.7048,2.4814,1.1453,1.663,1.1875,2174.85,2174.876,204,371,,26,-4.2432231,60.3731917
12.2471,-0.0018,2.2615,94.8914,169.9872,169.9074,51.9441,0.2802,2.6831,2.5964,1.1413,1.7372,-1.9375,2175.1,2175.0284,205,280,,26.4,-4.2432231,60.3731917
12.2411,-0.0015,2.2654,94.4315,169.735,169.8935,50.8152,0.2632,2.7341,2.333,1.1273,1.5732,-3.6875,2175.1,2175.1808,205,280,,26.4,-4.2432231,60.3731917
12.2459,-0.0013,2.2688,94.0402,169.0809,169.78,52.0008,0.2549,2.7672,2.3282,1.1366,1.5728,-0.6875,2175.35,2175.3332,206,369,284,25.9,-4.2432231,60.3731917
12.2411,0.0011,2.2663,93.8869,168.4004,169.52,51.0856,0.2574,2.7866,2.2857,1.1546,1.5213,-1.5625,2175.5499999999997,2175.4856,207,303,,25.8,-4.2432231,60.3731917
12.246,0.001,2.2655,93.2247,167.8483,169.331,51.3302,0.2626,2.7316,2.4261,1.1382,1.4755,-1.75,2175.5499999999997,2175.638,207,303,,25.8,-4.2432231,60.3731917
12.2471,-0.0005,2.264,93.1429,167.1096,168.7439,49.892,0.2651,2.7834,2.3962,1.1509,1.6167,-0.8125,2175.91,2175.7904,208,284,,25.9,-4.2432231,60.3731917
12.2423,-0.0035,2.2625,93.2143,166.3916,167.9888,50.1638,0.2669,2.7408,2.304,1.1605,1.6105,3.125,2175.91,2175.9428,208,284,,25.9,-4.2432231,60.3731917
12.2459,-0.0043,2.2606,92.9881,165.6895,166.9363,50.0143,0.2692,2.7083,2.4029,1.1592,1.6917,0.125,2176.1,2176.0952,209,303,,26.1,-4.2432231,60.3731917
12.2409,-0.0055,2.2588,92.8304,165.1848,168.2694,49.8182,0.2658,2.7086,2.4297,1.1467,1.4894,0.375,2176.35,2176.2476,210,352,329,26.3,-4.2432231,60.3731917
12.2434,-0.0079,2.2624,92.9286,164.8079,168.1661,50.7141,0.2711,2.8671,2.3774,1.1398,1.6929,2.75,2176.35,2176.4,210,352,329,26.3,-4.2432231,60.3731917
12.2494,-0.0068,2.2687,92.6473,164.7606,166.7224,53.2101,0.2817,3.1157,2.3878,1.136,1.5552,1.3125,2176.62,2176.5524,211,336,,26,-4.2432231,60.3731917
12.2445,-0.0036,2.2825,92.7307,165.0115,163.925,54.4989,0.2788,3.062,2.3287,1.1368,1.6189,1,2176.62,2176.7048,211,336,,26,-4.2432231,60.3731917
12.2505,-0.0063,2.2781,92.8155,165.1388,164.8602,55.9363,0.2756,2.9476,2.105,1.164,1.4812,0.0625,2176.85,2176.8572,212,341,,25.9,-4.2432231,60.3731917
12.2432,-0.0061,2.2773,92.6935,165.3806,164.7525,53.914,0.2587,2.7932,2.3332,1.3837,1.4865,3.5,2177.1,2177.0096,213,131,,24.4,-4.2432231,60.3731917
12.246,-0.0046,2.2697,92.7574,165.6128,164.2776,51.4324,0.2573,2.8019,2.2404,1.8889,1.8079,-0.875,2177.1,2177.162,213,131,,24.4,-4.2432231,60.3731917
12.2397,-0.003,2.2697,92.6399,165.2608,164.3932,49.7854,0.2427,2.7374,2.242,1.7202,1.7329,-1.6875,2177.35,2177.3144,214,313,263,25.3,-4.2432231,60.3731917
12.2423,-0.0055,2.268,92.6607,164.5437,163.3925,49.8344,0.2499,2.7506,2.7331,1.1666,1.9217,-4.3125,2177.35,2177.4668,214,313,263,25.3,-4.2432231,60.3731917
12.2539,-0.0031,2.273,92.5521,163.92,162.7817,49.7554,0.2522,2.8448,2.7918,1.158,1.9092,-1.1875,2177.61,2177.6192,215,315,,25.5,-4.2432231,60.3731917
12.2452,-0.0008,2.2777,92.1295,163.4834,162.2557,48.5276,0.2754,2.9296,2.7066,1.1537,1.8057,-2,2177.85,2177.7716,216,305,,25.5,-4.2432231,60.3731917
12.26,-0.0027,2.2686,92.1935,162.8783,162.864,48.9761,0.2765,2.9391,2.4338,1.1607,1.7467,-5.3125,2177.85,2177.924,216,305,,25.5,-4.2432231,60.3731917
12.269,-0.0049,2.2643,92.0297,162.5036,162.2014,48.8652,0.2771,2.9362,2.4136,1.163,1.6583,-4.25,2178.1,2178.0764,217,361,,25.3,-4.2432231,60.3731917
12.2668,-0.0005,2.2664,91.9122,162.5672,162.3644,50.6763,0.2594,2.901,2.4396,1.1575,1.7094,-3.9375,2178.2999999999997,2178.2288,218,270,,25.3,-4.2432231,60.3731917
12.2668,0.0022,2.2716,91.6711,162.3523,162.202,48.2681,0.259,2.8896,2.4316,1.1577,1.8046,-3.8125,2178.2999999999997,2178.3812,218,270,,25.3,-4.2432231,60.3731917
12.269,-0.0012,2.2757,91.5759,162.1119,161.5165,52.9247,0.263,2.9637,2.3631,1.1676,1.6756,-7.625,2178.62,2178.5336,219,325,,25.3,-4.2432231,60.3731917
12.2668,0.0016,2.2941,91.4598,162.0984,161.1962,54.1844,0.279,3.0999,2.5085,1.1666,1.7374,-5.9375,2178.62,2178.686,219,325,,25.3,-4.2432231,60.3731917
12.2752,0.004,2.3059,91.25,162.6225,162.7762,58.1712,0.2863,3.1165,2.119,1.1697,1.647,-6.0625,2178.85,2178.8384,220,99,,24.4,-4.2432231,60.3731917
12.2668,0.0011,2.302,91.4955,163.7117,163.335,56.9716,0.2898,3.0446,2.3228,1.2535,1.6995,-5.5,2179.13,2178.9908,221,73,,24.1,-4.2432231,60.3731917
12.2578,-0.005,2.2868,91.9464,165.2804,164.7353,58.485,0.2779,3.0287,2.3715,1.3919,1.8342,-9.1875,2179.13,2179.1432,221,73,,24.1,-4.2432231,60.3731917
12.2578,-0.0056,2.2899,92.4926,168.0446,166.9305,62.9066,0.274,3.1284,2.6651,1.4656,1.887,-6.1875,2179.35,2179.2956,222,126,46,24.4,-4.2432231,60.3731917
12.2332,-0.0075,2.2909,93.3854,171.7076,170.0158,65.5689,0.2862,3.0469,2.8109,1.5242,1.9797,-5.8125,2179.35,2179.448,222,126,46,24.4,-4.2432231,60.3731917
12.216,-0.0077,2.288,94.3735,175.4868,173.0799,64.5047,0.3005,2.8563,2.9455,1.5274,2.1948,-6.875,2179.6,2179.6004,223,49,,23.3,-4.2432231,60.3731917
12.2197,-0.0076,2.2757,95.8601,178.701,177.199,61.2101,0.3027,2.8465,3.4734,1.7303,2.2607,-7.5,2179.75,2179.7528,226,3.3,0.19,18.2,-4.2432231,60.3731917
12.2148,-0.0036,2.2844,96.8318,181.1518,180.2005,63.1292,0.301,2.9143,3.4277,2.0308,2.2977,-5.5625,2179.89,2179.9052,224,139,,24.9,-4.2432231,60.3731917
12.2409,0.001,2.2951,97.9821,182.3479,183.1017,66.1514,0.2827,2.9226,3.0637,1.8597,2.3113,-5.375,2180.12,2180.0576,225,248,,26.4,-4.2432231,60.3731917
12.257,0.0044,2.2936,98.4152,183.3939,184.3433,67.172,0.2799,2.8998,2.8645,1.2242,2.1502,-7,2180.12,2180.21,225,248,,26.4,-4.2432231,60.3731917
12.2604,0.0039,2.2806,98.0729,184.1786,186.1778,63.4942,0.2738,2.9682,2.7502,1.5127,2.1461,-7.3125,2180.12,2180.3624,225,248,,26.4,-4.2432231,60.3731917
12.2705,0.0036,2.2762,97.9658,183.7813,185.7403,61.6624,0.3043,3.1874,2.7288,2.2156,2.0597,-5.75,2180.62,2180.5148,227,554,,26.5,-4.2432231,60.3731917
12.3045,0.0038,2.2901,97.9047,182.6649,186.1658,63.5056,0.3144,3.1136,3.4226,2.1051,2.0091,-6.875,2180.62,2180.6672,227,554,,26.5,-4.2432231,60.3731917
12.3418,0.0036,2.2913,97.8289,182.2887,187.9441,63.7962,0.3024,3.1296,1.9437,1.6423,1.9961,-10,2180.85,2180.8196,228,420,,27.8,-4.2432231,60.3731917
12.3321,0.0039,2.3132,98.8214,184.0458,188.7887,66.8399,0.2793,3.182,2.6586,2.3912,2.0015,-7.5625,2180.85,2180.972,228,420,,27.8,-4.2432231,60.3731917
12.3779,0.0057,2.3569,98.5595,186.3678,188.0258,70.7671,0.2794,3.416,2.4722,1.8415,2.1468,-6.375,2180.85,2181.1244,228,420,,27.8,-4.2432231,60.3731917
12.5454,0.0106,2.408,98.3527,187.5667,188.6652,78.1096,0.2912,3.4708,2.7055,1.8479,2.0467,-10.8125,2180.85,2181.2768,228,420,,27.8,-4.2432231,60.3731917
12.1092,0.0039,2.2795,93.4315,162.4435,166.5948,67.6307,0.2484,3.2137,16.6329,2.2431,6.3835,-12.4375,2543,2542.6172,233,                   ,,,-4.2432231,60.3731917
12.1284,0.0018,2.285,93.3333,161.0671,165.1823,74.7111,0.2623,3.3384,7.2376,2.2848,6.4857,-13.625,2543,2542.7696,233,                   ,,,-4.2432231,60.3731917
12.1456,-0.0014,2.2889,93.5729,161.0939,167.2679,78.4526,0.2886,3.4408,7.1171,2.5049,6.8011,-13.1875,2543,2542.922,233,                   ,,,-4.2432231,60.3731917
12.1498,-0.0022,2.3037,93.9152,163.5552,167.7582,78.7053,0.2724,3.5035,6.5018,2.5687,6.527,-13.375,2543,2543.0744,233,                   ,,,-4.2432231,60.3731917
12.2279,-0.0008,2.3406,94.0789,167.4287,173.5419,75.4704,0.2309,3.5743,6.189,2.7832,5.7391,-13.875,2543.32,2543.2268,234,1.9,,14.8,-4.2432231,60.3731917
12.3308,-0.0001,2.3961,93.7857,170.1153,169.8867,72.0561,0.1993,3.6383,5.6248,2.6566,5.1314,-18.25,2543.32,2543.3792,234,1.9,,14.8,-4.2432231,60.3731917
12.341,0.006,2.4565,93.0774,171.4134,166.7356,70.5518,0.1899,3.6655,5.1392,2.8728,4.8274,-17.3125,2543.5,2543.5316,235,5,,17.1,-4.2432231,60.3731917
12.3387,0.008,2.4675,91.3735,169.5264,165.5846,75.5936,0.2314,3.6617,5.0517,3.3706,5.063,-21.75,2543.75,2543.684,236,2,0.64,18.3,-4.2432231,60.3731917
